age,attrition,business_travel,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager
48,False,Travel_Rarely,Research & Development,15,4,Other,1576,3,Female,3,1,Research Scientist,1,Unknown,2367.0,16530,8,False,12,3,4,10,3,2,8,2,7,6.0
34,False,Travel_Rarely,Research & Development,7,4,Medical,1577,1,Male,3,1,Research Scientist,4,Single,2972.0,22061,1,False,13,3,3,1,4,1,1,0,0,3.0
55,False,Travel_Rarely,Sales,26,5,Marketing,1578,3,Male,2,5,Manager,4,Married,19586.0,23037,1,False,21,4,3,36,3,3,36,6,2,13.0
34,False,Travel_Rarely,Research & Development,1,4,Life Sciences,1580,2,Male,3,2,Research Scientist,4,Married,5484.0,13008,9,False,17,3,2,9,3,2,2,2,2,1.0
26,False,Travel_Rarely,Research & Development,3,3,Life Sciences,1581,1,Female,3,1,Research Scientist,4,Unknown,2061.0,11133,1,False,21,4,1,1,5,3,1,0,0,0.0
38,False,Travel_Rarely,Sales,14,3,Life Sciences,1582,3,Male,3,2,Sales Executive,2,Married,9924.0,12355,0,False,11,3,4,10,3,3,9,8,7,3.0
38,False,Travel_Rarely,Sales,16,3,Life Sciences,1583,2,Female,3,2,Sales Executive,2,Single,4198.0,16379,2,False,12,3,2,8,5,4,3,2,1,2.0
36,False,Travel_Rarely,Sales,1,4,Unknown,1585,2,Female,3,2,Sales Executive,3,Single,6815.0,21447,6,False,13,3,1,15,5,3,1,0,0,0.0
29,False,Travel_Rarely,Research & Development,3,1,Medical,1586,2,Male,3,1,Laboratory Technician,1,Single,4723.0,16213,1,True,18,3,4,10,3,3,10,9,1,5.0
35,False,Travel_Rarely,Research & Development,10,4,Medical,1587,1,Female,3,2,Healthcare Representative,3,Single,6142.0,4223,3,True,16,3,3,10,4,3,5,2,0,4.0
39,False,Travel_Rarely,Sales,6,3,Medical,1588,4,Male,4,3,Sales Executive,3,Married,8237.0,4658,2,False,11,3,1,11,3,3,7,6,7,6.0
29,False,Travel_Frequently,Research & Development,2,1,Life Sciences,1590,1,Male,3,2,Healthcare Representative,4,Divorced,8853.0,24483,1,False,19,3,4,6,0,4,6,4,1,3.0
37,False,Travel_Rarely,Sales,9,3,Marketing,1591,3,Male,3,5,Manager,3,Married,19331.0,19519,4,True,16,3,3,27,2,3,1,0,0,0.0
23,False,Travel_Rarely,Research & Development,10,3,Technical Degree,1592,4,Male,4,1,Research Scientist,3,Married,2073.0,12826,2,False,16,3,4,4,3,3,2,2,2,2.0
36,False,Travel_Frequently,Research & Development,6,4,Life Sciences,1594,1,Male,4,2,Laboratory Technician,1,Married,5562.0,19711,3,True,13,3,4,9,3,3,3,2,0,2.0
42,False,Travel_Rarely,Research & Development,9,2,Other,1595,4,Male,2,5,Manager,4,Single,19613.0,26362,8,False,22,4,4,24,2,3,1,0,0,1.0
35,False,Travel_Rarely,Research & Development,28,3,Life Sciences,1596,2,Male,4,2,Laboratory Technician,3,Married,3407.0,25348,1,False,17,3,4,10,3,2,10,9,6,8.0
34,False,Travel_Frequently,Research & Development,10,4,Technical Degree,1597,4,Male,2,2,Healthcare Representative,3,Unknown,5063.0,15332,1,False,14,3,2,8,3,2,8,2,7,7.0
40,False,Travel_Rarely,Sales,14,2,Life Sciences,1598,4,Female,3,2,Sales Executive,1,Married,4639.0,11262,1,False,15,3,3,5,2,3,5,4,1,2.0
43,False,Travel_Rarely,Research & Development,27,3,Technical Degree,1599,4,Male,4,1,Laboratory Technician,2,Divorced,4876.0,5855,5,False,12,3,3,8,0,3,6,4,0,2.0
35,False,Travel_Rarely,Research & Development,7,2,Life Sciences,1601,3,Male,2,1,Laboratory Technician,4,Unknown,2690.0,7713,1,False,18,3,4,1,5,2,1,0,0,1.0
46,False,Travel_Rarely,Sales,1,4,Life Sciences,1602,4,Male,4,4,Manager,1,Single,17567.0,3156,1,False,15,3,2,27,5,1,26,0,0,12.0
22,False,Non_Travel,Research & Development,26,2,Other,1605,2,Female,2,1,Research Scientist,3,Married,2814.0,10293,1,True,14,3,2,4,2,2,4,2,1,3.0
50,False,Travel_Frequently,Research & Development,20,5,Medical,1606,2,Male,3,4,Healthcare Representative,3,Married,11245.0,20689,2,True,15,3,3,32,3,3,30,8,12,13.0
32,False,Travel_Rarely,Research & Development,5,4,Other,1607,2,Female,4,1,Research Scientist,4,Married,3312.0,18783,3,False,17,3,4,6,3,3,3,2,0,2.0
44,False,Travel_Rarely,Research & Development,7,3,Unknown,1608,2,Female,3,5,Research Director,4,Divorced,19049.0,3549,0,True,14,3,4,23,4,2,22,7,1,10.0
30,False,Travel_Rarely,Research & Development,7,3,Medical,1609,2,Male,2,1,Research Scientist,2,Married,2141.0,5348,1,False,12,3,2,6,3,2,6,4,1,1.0
45,False,Travel_Rarely,Research & Development,5,5,Medical,1611,3,Female,1,2,Laboratory Technician,1,Single,5769.0,23447,1,True,14,3,1,10,3,3,10,7,1,3.0
45,False,Non_Travel,Sales,26,3,Marketing,1612,1,Male,2,2,Sales Executive,1,Married,4385.0,24162,1,False,15,3,1,10,2,3,10,7,4,5.0
31,False,Travel_Frequently,Sales,2,4,Other,1613,4,Male,3,2,Sales Executive,1,Unknown,5332.0,21602,7,False,13,3,4,10,3,3,5,2,0,3.0
36,False,Travel_Rarely,Research & Development,12,4,Life Sciences,1614,3,Female,3,2,Manufacturing Director,3,Married,4663.0,12421,9,True,12,3,2,7,2,3,3,2,1,3.0
34,False,Travel_Rarely,Research & Development,10,4,Life Sciences,1615,3,Male,4,2,Manufacturing Director,4,Divorced,4724.0,17000,1,False,13,3,1,9,3,3,9,7,7,2.0
49,False,Travel_Rarely,Research & Development,25,4,Life Sciences,1617,3,Female,3,1,Laboratory Technician,1,Married,3211.0,22102,1,False,14,3,4,10,3,2,9,6,1,4.0
39,False,Travel_Rarely,Research & Development,10,5,Medical,1618,2,Male,3,2,Manufacturing Director,1,Married,5377.0,3835,2,False,13,3,4,10,3,3,7,7,7,7.0
27,False,Travel_Rarely,Research & Development,19,3,Other,1619,4,Male,2,1,Laboratory Technician,3,Divorced,4066.0,16290,1,False,11,3,1,7,3,3,7,7,0,7.0
35,False,Travel_Rarely,Research & Development,18,5,Life Sciences,1621,2,Male,4,2,Research Scientist,1,Unknown,5208.0,26312,1,False,11,3,4,16,2,3,16,15,1,10.0
28,False,Travel_Rarely,Research & Development,27,3,Medical,1622,2,Female,1,2,Manufacturing Director,1,Divorced,4877.0,20460,0,False,21,4,2,6,5,2,5,3,0,0.0
21,False,Travel_Rarely,Research & Development,5,1,Medical,1623,3,Male,3,1,Research Scientist,4,Single,3117.0,26009,1,False,18,3,3,3,2,3,2,2,2,2.0
47,False,Travel_Rarely,Human Resources,26,4,Life Sciences,1625,4,Female,3,5,Manager,3,Married,19658.0,5220,3,False,11,3,3,27,2,3,5,2,1,0.0
39,False,Travel_Rarely,Research & Development,3,2,Medical,1627,3,Male,2,2,Laboratory Technician,3,Divorced,3069.0,10302,0,False,15,3,4,11,3,3,10,8,0,7.0
40,False,Travel_Rarely,Research & Development,15,3,Life Sciences,1628,1,Female,2,3,Manufacturing Director,3,Unknown,10435.0,25800,1,False,13,3,4,18,2,3,18,15,14,12.0
35,False,Non_Travel,Research & Development,8,4,Life Sciences,1630,3,Female,3,2,Healthcare Representative,3,Married,4148.0,12250,1,False,12,3,4,15,5,3,14,11,2,9.0
37,False,Travel_Rarely,Research & Development,19,3,Life Sciences,1631,3,Male,3,2,Manufacturing Director,3,Married,5768.0,26493,3,False,17,3,1,9,2,2,4,3,0,2.0
39,False,Travel_Frequently,Research & Development,4,3,Medical,1633,1,Female,3,2,Manufacturing Director,3,Single,5042.0,3140,0,False,13,3,4,10,2,1,9,2,3,3.0
45,False,Travel_Rarely,Research & Development,2,2,Other,1635,4,Female,2,2,Manufacturing Director,4,Divorced,5770.0,5388,1,False,19,3,1,10,3,3,10,7,3,9.0
38,False,Travel_Rarely,Research & Development,2,2,Medical,1638,4,Female,2,3,Manufacturing Director,3,Married,7756.0,14199,3,True,19,3,4,10,6,4,5,4,0,2.0
37,False,Travel_Rarely,Research & Development,10,3,Medical,1640,2,Female,3,1,Research Scientist,2,Married,3936.0,9953,1,False,11,3,1,8,2,1,8,4,7,7.0
40,False,Travel_Rarely,Research & Development,16,3,Unknown,1641,3,Female,3,3,Manufacturing Director,4,Single,7945.0,19948,6,True,15,3,4,18,2,2,4,2,3,3.0
44,False,Travel_Rarely,Human Resources,1,5,Unknown,1642,1,Male,3,2,Human Resources,4,Married,5743.0,10503,4,True,11,3,3,14,3,3,10,7,0,2.0
48,False,Travel_Frequently,Research & Development,4,5,Medical,1644,3,Male,2,4,Manager,4,Married,15202.0,5602,2,False,25,4,2,23,3,3,2,2,2,2.0
37,False,Travel_Frequently,Research & Development,2,1,Technical Degree,1646,1,Female,3,1,Research Scientist,4,Single,3760.0,17218,1,True,13,3,3,6,2,3,6,3,1,3.0
27,False,Travel_Rarely,Research & Development,8,3,Medical,1647,2,Female,4,1,Research Scientist,3,Married,3517.0,22490,7,False,17,3,1,5,3,3,3,2,0,2.0
27,False,Travel_Frequently,Research & Development,2,3,Medical,1648,4,Male,3,1,Research Scientist,4,Single,2580.0,6297,2,False,13,3,3,6,0,2,4,2,1,2.0
37,False,Travel_Rarely,Sales,10,3,Medical,1650,3,Male,2,2,Sales Executive,3,Single,5869.0,23413,9,False,11,3,3,8,2,3,5,2,1,4.0
36,False,Travel_Rarely,Research & Development,5,4,Life Sciences,1651,2,Female,3,3,Healthcare Representative,1,Unknown,8008.0,22792,4,False,12,3,3,9,6,3,3,2,0,2.0
25,False,Travel_Frequently,Research & Development,2,1,Life Sciences,1653,4,Male,4,2,Manufacturing Director,3,Divorced,5206.0,4973,1,False,17,3,3,7,6,3,7,7,0,3.0
39,False,Travel_Rarely,Research & Development,12,3,Medical,1654,4,Male,3,2,Manufacturing Director,2,Married,5295.0,7693,4,False,21,4,3,7,3,3,5,4,1,0.0
49,False,Travel_Rarely,Research & Development,22,4,Other,1655,1,Female,3,4,Research Director,2,Married,16413.0,3498,3,False,16,3,2,27,2,3,4,2,1,2.0
50,False,Travel_Rarely,Research & Development,17,5,Life Sciences,1656,4,Female,2,3,Research Director,1,Divorced,13269.0,21981,5,False,15,3,3,19,3,3,14,11,1,11.0
20,False,Travel_Rarely,Sales,2,3,Medical,1657,3,Female,3,1,Sales Representative,3,Single,2783.0,13251,1,False,19,3,1,2,3,3,2,2,2,2.0
34,False,Travel_Rarely,Research & Development,3,3,Life Sciences,1658,4,Female,3,2,Research Scientist,2,Divorced,5433.0,19332,1,False,12,3,3,11,2,3,11,8,7,9.0
36,False,Travel_Rarely,Research & Development,7,3,Life Sciences,1659,1,Male,3,1,Laboratory Technician,2,Single,2013.0,10950,2,False,11,3,3,15,4,3,4,3,1,3.0
49,False,Travel_Rarely,Research & Development,6,1,Life Sciences,1661,3,Female,2,4,Healthcare Representative,3,Married,13966.0,11652,2,True,19,3,2,30,3,3,15,11,2,12.0
36,False,Non_Travel,Research & Development,1,4,Medical,1662,4,Female,2,2,Manufacturing Director,3,Married,4374.0,15411,0,False,15,3,3,4,6,3,3,2,1,2.0
36,False,Travel_Rarely,Research & Development,3,2,Life Sciences,1664,4,Male,4,2,Healthcare Representative,1,Divorced,6842.0,26308,6,False,20,4,1,13,3,3,5,4,0,4.0
54,False,Travel_Rarely,Research & Development,22,5,Medical,1665,2,Female,3,4,Manager,3,Married,17426.0,18685,3,False,25,4,3,36,3,3,10,8,4,7.0
43,False,Travel_Rarely,Research & Development,15,2,Life Sciences,1666,3,Male,2,4,Research Director,3,Married,17603.0,3525,1,False,24,4,1,14,3,3,14,10,6,11.0
37,False,Travel_Frequently,Research & Development,1,3,Life Sciences,1668,4,Male,3,2,Research Scientist,4,Married,4735.0,9867,7,False,15,3,4,19,4,4,13,11,2,9.0
29,False,Travel_Rarely,Sales,5,3,Medical,1669,1,Male,2,2,Sales Executive,2,Divorced,4187.0,3356,1,True,13,3,2,10,3,2,10,0,0,9.0
37,False,Travel_Rarely,Sales,2,4,Medical,1670,4,Male,3,2,Sales Executive,4,Divorced,5505.0,3921,1,False,14,3,3,6,3,3,6,2,0,4.0
32,False,Travel_Rarely,Research & Development,2,3,Medical,1671,4,Male,3,2,Research Scientist,2,Divorced,5470.0,25518,0,False,13,3,3,10,4,2,9,5,1,6.0
31,False,Travel_Rarely,Sales,5,4,Life Sciences,1673,1,Female,3,2,Sales Executive,4,Married,5476.0,22589,1,False,11,3,1,10,2,3,10,0,0,2.0
49,False,Travel_Rarely,Research & Development,16,3,Medical,1674,4,Female,3,1,Laboratory Technician,1,Divorced,2587.0,24941,4,True,16,3,2,17,2,2,2,2,2,2.0
38,False,Travel_Frequently,Research & Development,2,3,Medical,1675,4,Female,2,1,Laboratory Technician,2,Single,2440.0,23826,1,False,22,4,2,4,3,3,4,3,3,3.0
47,False,Travel_Rarely,Sales,2,4,Life Sciences,1676,2,Female,4,4,Manager,2,Divorced,15972.0,21086,6,False,14,3,3,29,3,3,3,2,1,3.0
49,False,Travel_Rarely,Research & Development,1,3,Life Sciences,1677,3,Male,3,4,Manager,3,Single,15379.0,22384,4,False,14,3,1,23,2,3,8,7,0,0.0
41,False,Travel_Rarely,Sales,23,2,Life Sciences,1678,4,Male,3,3,Sales Executive,3,Single,7082.0,11591,3,True,16,3,4,21,2,3,2,0,0,2.0
20,False,Travel_Rarely,Sales,9,1,Life Sciences,1680,4,Male,3,1,Sales Representative,1,Single,2728.0,21082,1,False,11,3,1,2,3,3,2,2,0,2.0
33,False,Non_Travel,Sales,16,3,Life Sciences,1681,3,Female,3,2,Sales Executive,4,Divorced,5368.0,16130,1,True,25,4,3,7,2,3,6,5,1,2.0
36,False,Travel_Rarely,Research & Development,26,4,Life Sciences,1682,1,Male,3,2,Healthcare Representative,3,Married,5347.0,7419,6,False,14,3,2,10,2,2,3,2,0,3.0
44,False,Travel_Rarely,Human Resources,1,3,Life Sciences,1683,3,Female,3,1,Human Resources,4,Divorced,3195.0,4167,4,True,18,3,1,8,2,3,2,2,2,2.0
38,False,Travel_Rarely,Research & Development,4,2,Medical,1687,4,Female,3,1,Laboratory Technician,3,Married,3306.0,26176,7,False,19,3,4,7,5,2,0,0,0,0.0
53,False,Travel_Rarely,Research & Development,24,4,Medical,1689,2,Male,4,3,Healthcare Representative,4,Married,7005.0,3458,3,False,15,3,3,11,2,3,4,3,1,2.0
26,False,Non_Travel,Research & Development,7,3,Medical,1693,4,Male,3,1,Laboratory Technician,4,Single,2570.0,11925,1,False,20,4,3,7,5,3,7,7,5,7.0
55,False,Travel_Rarely,Research & Development,22,3,Unknown,1694,1,Male,2,1,Research Scientist,2,Divorced,3537.0,23737,5,False,12,3,4,8,1,3,4,2,1,2.0
34,False,Travel_Rarely,Research & Development,5,2,Medical,1696,2,Male,2,2,Laboratory Technician,4,Married,3986.0,11912,1,False,14,3,3,15,3,4,15,10,4,13.0
60,False,Travel_Rarely,Research & Development,1,4,Medical,1697,3,Male,1,3,Healthcare Representative,4,Divorced,10883.0,20467,3,False,20,4,3,19,2,4,1,0,0,0.0
33,False,Travel_Rarely,Research & Development,21,3,Unknown,1698,2,Male,4,1,Laboratory Technician,2,Married,2028.0,13637,1,False,18,3,4,14,6,3,14,11,2,13.0
37,False,Travel_Frequently,Sales,1,4,Medical,1700,3,Male,1,2,Sales Executive,4,Divorced,9525.0,7677,1,False,14,3,3,6,2,2,6,3,1,3.0
34,False,Travel_Rarely,Research & Development,19,3,Life Sciences,1701,2,Female,2,1,Research Scientist,4,Married,2929.0,20338,1,False,12,3,2,10,3,3,10,9,8,7.0
44,False,Travel_Rarely,Research & Development,2,3,Life Sciences,1703,3,Female,4,3,Healthcare Representative,4,Married,7879.0,14810,1,True,19,3,2,9,2,3,8,7,6,7.0
35,False,Travel_Frequently,Research & Development,2,4,Medical,1704,1,Male,2,1,Research Scientist,4,Single,4930.0,13970,0,True,14,3,3,6,2,4,5,4,1,4.0
43,False,Travel_Rarely,Sales,2,3,Medical,1706,4,Male,3,2,Sales Executive,4,Married,7847.0,6069,1,True,17,3,1,10,3,3,10,9,8,8.0
24,False,Travel_Rarely,Research & Development,9,3,Medical,1707,3,Male,4,1,Research Scientist,3,Married,4401.0,17616,1,False,16,3,4,5,1,3,5,3,0,4.0
41,False,Travel_Rarely,Sales,6,3,Marketing,1708,4,Male,3,3,Sales Executive,3,Single,9241.0,15869,1,False,12,3,2,10,3,3,10,8,8,7.0
29,False,Travel_Rarely,Research & Development,9,4,Medical,1709,4,Female,3,1,Laboratory Technician,3,Married,2974.0,25412,9,False,17,3,3,9,2,3,5,3,1,2.0
36,False,Travel_Rarely,Sales,2,4,Life Sciences,1710,3,Female,3,2,Sales Representative,4,Single,4502.0,7439,3,False,15,3,3,17,2,2,13,7,6,7.0
45,False,Non_Travel,Research & Development,1,1,Life Sciences,1712,3,Male,2,3,Healthcare Representative,3,Married,10748.0,3395,3,False,23,4,4,25,3,2,23,15,14,4.0
26,False,Travel_Rarely,Research & Development,17,4,Medical,1718,4,Male,1,1,Laboratory Technician,3,Married,2305.0,6217,1,False,15,3,3,3,3,4,3,2,0,2.0
45,False,Travel_Rarely,Research & Development,28,2,Technical Degree,1719,4,Female,2,4,Research Director,2,Single,16704.0,17119,1,False,11,3,3,21,2,3,21,6,8,6.0
32,False,Travel_Frequently,Research & Development,10,3,Life Sciences,1720,1,Male,3,1,Research Scientist,3,Married,3433.0,17360,6,False,13,3,1,10,3,2,5,2,1,3.0
31,False,Travel_Rarely,Research & Development,2,4,Life Sciences,1721,2,Male,3,1,Laboratory Technician,3,Married,3477.0,18103,1,False,14,3,4,6,2,4,5,2,0,3.0
41,False,Non_Travel,Human Resources,4,3,Human Resources,1722,3,Male,1,2,Human Resources,2,Unknown,6430.0,20794,6,False,19,3,2,10,4,3,3,2,1,2.0
40,False,Travel_Rarely,Research & Development,8,2,Life Sciences,1724,2,Female,3,2,Manufacturing Director,1,Married,6516.0,5041,2,True,16,3,2,18,3,3,1,0,0,0.0
37,False,Travel_Rarely,Research & Development,29,1,Medical,1725,2,Male,3,1,Laboratory Technician,1,Divorced,3907.0,3622,1,False,13,3,2,6,2,4,6,2,1,2.0
46,False,Travel_Rarely,Research & Development,13,4,Unknown,1727,3,Male,3,2,Healthcare Representative,2,Single,5562.0,9697,6,False,14,3,4,19,3,3,10,7,0,9.0
35,False,Travel_Rarely,Research & Development,27,4,Life Sciences,1728,4,Male,3,2,Manufacturing Director,3,Married,6883.0,5151,2,False,16,3,2,17,3,3,7,7,0,3.0
30,False,Travel_Rarely,Research & Development,16,1,Life Sciences,1729,2,Male,3,1,Research Scientist,4,Married,2862.0,3811,1,False,12,3,2,10,3,2,10,0,0,8.0
47,False,Non_Travel,Sales,2,4,Marketing,1731,3,Male,3,2,Sales Executive,3,Married,4978.0,3536,7,False,11,3,4,4,3,1,1,0,0,0.0
46,False,Travel_Rarely,Sales,2,3,Life Sciences,1732,3,Male,3,3,Sales Executive,4,Divorced,10368.0,5596,4,True,12,3,2,13,5,2,10,6,0,3.0
23,False,Travel_Rarely,Research & Development,4,1,Medical,1735,3,Female,3,1,Laboratory Technician,2,Single,3295.0,12862,1,False,13,3,3,3,3,1,3,2,1,2.0
31,False,Travel_Frequently,Research & Development,24,1,Technical Degree,1736,4,Female,3,2,Manufacturing Director,4,Single,5238.0,6670,2,False,20,4,4,9,3,2,5,4,1,4.0
39,False,Non_Travel,Research & Development,1,3,Life Sciences,1737,4,Male,3,2,Laboratory Technician,4,Married,6472.0,8989,1,True,15,3,4,9,2,3,9,8,5,8.0
32,False,Travel_Rarely,Sales,19,3,Life Sciences,1739,4,Male,1,3,Sales Executive,3,Married,9610.0,3840,3,False,13,3,3,10,2,1,4,3,0,2.0
40,False,Travel_Rarely,Sales,7,4,Medical,1740,2,Male,3,5,Manager,2,Single,19833.0,4349,1,False,14,3,2,21,3,2,21,8,12,8.0
45,False,Travel_Rarely,Human Resources,4,3,Life Sciences,1744,3,Female,1,3,Human Resources,3,Married,9756.0,6595,4,False,21,4,3,9,2,4,5,0,0,3.0
30,False,Travel_Frequently,Research & Development,2,4,Technical Degree,1745,4,Female,2,1,Research Scientist,1,Single,4968.0,26427,0,False,16,3,4,10,2,3,9,7,0,7.0
24,False,Travel_Frequently,Human Resources,10,3,Medical,1746,1,Male,3,1,Human Resources,4,Married,2145.0,2097,0,False,14,3,4,3,2,3,2,2,2,1.0
31,False,Travel_Rarely,Sales,5,3,Technical Degree,1749,1,Male,3,2,Sales Executive,3,Married,8346.0,20943,1,False,19,3,3,6,3,3,5,2,0,2.0
27,False,Travel_Rarely,Research & Development,8,3,Medical,1751,3,Female,3,1,Research Scientist,4,Single,3445.0,6152,1,False,11,3,3,6,5,2,6,2,1,3.0
29,False,Travel_Frequently,Research & Development,1,3,Life Sciences,1753,4,Male,4,2,Healthcare Representative,3,Single,6294.0,23060,8,True,12,3,4,10,5,4,3,2,0,2.0
30,False,Travel_Rarely,Sales,15,2,Marketing,1754,3,Male,2,3,Sales Executive,1,Divorced,7140.0,3088,2,False,11,3,1,12,2,3,7,7,1,7.0
34,False,Travel_Rarely,Research & Development,2,4,Medical,1755,4,Male,4,1,Research Scientist,4,Married,2932.0,5586,0,True,14,3,1,6,3,3,5,0,1,2.0
33,False,Non_Travel,Sales,2,3,Marketing,1756,4,Female,3,2,Sales Executive,2,Single,5147.0,10697,8,False,15,3,4,13,2,2,11,7,1,7.0
49,False,Travel_Rarely,Sales,11,4,Marketing,1757,4,Female,3,2,Sales Executive,4,Single,4507.0,8191,3,False,12,3,3,8,1,4,5,1,0,4.0
38,False,Travel_Frequently,Research & Development,2,2,Medical,1760,3,Female,2,1,Laboratory Technician,2,Married,2468.0,15963,4,False,14,3,2,9,4,2,6,1,0,5.0
29,False,Travel_Rarely,Research & Development,4,3,Technical Degree,1762,4,Female,2,1,Research Scientist,1,Unknown,2109.0,10007,1,False,13,3,3,1,2,3,1,0,0,0.0
30,False,Travel_Rarely,Research & Development,16,3,Life Sciences,1763,3,Male,4,2,Healthcare Representative,3,Married,5294.0,9128,3,False,16,3,3,10,3,3,7,0,1,7.0
32,False,Non_Travel,Research & Development,5,4,Technical Degree,1764,2,Male,3,1,Research Scientist,2,Single,2718.0,17674,2,False,14,3,2,12,3,3,7,7,0,7.0
38,False,Travel_Rarely,Research & Development,18,3,Medical,1766,2,Male,1,2,Healthcare Representative,4,Married,5811.0,24539,3,True,16,3,3,15,2,3,1,0,1,0.0
42,False,Travel_Rarely,Research & Development,12,3,Medical,1768,2,Male,3,1,Laboratory Technician,2,Divorced,2766.0,8952,8,False,22,4,2,7,6,2,5,3,0,4.0
55,False,Travel_Rarely,Research & Development,2,3,Medical,1770,3,Male,2,5,Research Director,1,Married,19038.0,19805,8,False,12,3,2,34,2,3,1,0,0,0.0
33,False,Non_Travel,Research & Development,4,3,Technical Degree,1771,4,Male,3,2,Research Scientist,2,Divorced,3055.0,6194,5,False,15,3,4,11,2,2,9,8,1,7.0
41,False,Travel_Rarely,Research & Development,9,4,Life Sciences,1772,3,Male,3,1,Laboratory Technician,1,Divorced,2289.0,20520,1,False,20,4,2,5,2,3,5,3,0,4.0
34,False,Non_Travel,Sales,10,3,Life Sciences,1774,4,Male,3,2,Sales Executive,3,Divorced,4001.0,12313,1,True,14,3,3,15,3,3,15,14,0,7.0
53,False,Non_Travel,Research & Development,1,4,Medical,1775,1,Female,2,4,Manufacturing Director,3,Married,12965.0,22308,4,True,20,4,4,27,2,2,3,2,0,2.0
43,False,Travel_Rarely,Human Resources,2,3,Life Sciences,1778,2,Male,3,1,Human Resources,4,Single,3539.0,5033,0,False,13,3,2,10,5,3,9,7,1,8.0
34,False,Travel_Rarely,Sales,3,2,Life Sciences,1779,4,Female,1,2,Sales Executive,4,Single,6029.0,25353,5,False,12,3,1,6,3,3,2,2,2,2.0
38,False,Travel_Rarely,Research & Development,6,2,Other,1782,4,Female,2,1,Laboratory Technician,3,Married,3702.0,16376,1,False,11,3,2,5,3,3,5,4,0,4.0
31,False,Travel_Rarely,Sales,29,4,Unknown,1784,1,Female,2,2,Sales Executive,4,Married,5468.0,13402,1,False,14,3,1,13,3,3,12,7,5,7.0
51,False,Travel_Rarely,Research & Development,3,3,Technical Degree,1786,1,Female,3,3,Manager,3,Married,13116.0,22984,2,False,11,3,4,15,2,3,2,2,2,2.0
37,False,Travel_Rarely,Sales,9,2,Marketing,1787,2,Male,2,2,Sales Executive,2,Married,4189.0,8800,1,False,14,3,1,5,2,3,5,2,0,3.0
46,False,Travel_Rarely,Research & Development,2,4,Medical,1789,3,Male,3,5,Research Director,4,Divorced,19328.0,14218,7,True,17,3,3,24,3,3,2,1,2,2.0
36,False,Travel_Rarely,Research & Development,10,3,Life Sciences,1790,4,Male,3,3,Healthcare Representative,1,Married,8321.0,25949,7,True,13,3,4,15,1,3,12,8,5,7.0
37,False,Travel_Rarely,Human Resources,8,2,Other,1794,3,Male,3,2,Human Resources,2,Divorced,4071.0,12832,2,False,13,3,3,19,4,2,10,0,4,7.0
33,False,Travel_Rarely,Research & Development,8,4,Life Sciences,1798,4,Male,4,1,Research Scientist,1,Married,3143.0,6076,6,False,19,3,2,14,1,3,10,8,7,6.0
28,False,Travel_Rarely,Research & Development,1,3,Life Sciences,1799,3,Male,3,1,Research Scientist,4,Married,2044.0,5531,1,False,11,3,3,5,6,4,5,3,0,3.0
39,False,Travel_Rarely,Research & Development,10,1,Medical,1800,3,Male,3,3,Research Director,3,Single,13464.0,7914,7,False,21,4,3,9,3,3,4,3,2,2.0
46,False,Non_Travel,Sales,26,2,Life Sciences,1801,2,Male,2,2,Sales Executive,2,Single,7991.0,25166,8,False,15,3,3,6,3,3,2,2,2,2.0
40,False,Travel_Rarely,Research & Development,2,2,Life Sciences,1802,3,Female,3,1,Laboratory Technician,1,Unknown,3377.0,25605,4,False,17,3,4,7,5,2,4,3,0,2.0
42,False,Travel_Rarely,Research & Development,13,3,Medical,1803,2,Male,4,2,Healthcare Representative,1,Married,5538.0,5696,5,False,18,3,3,10,2,2,0,0,0,0.0
35,False,Travel_Rarely,Research & Development,2,2,Medical,1804,2,Male,3,2,Manufacturing Director,4,Divorced,5762.0,24442,2,False,14,3,3,15,6,3,7,7,1,7.0
38,False,Non_Travel,Human Resources,2,3,Human Resources,1805,1,Male,3,1,Human Resources,2,Divorced,2592.0,7129,5,False,13,3,4,13,3,3,11,10,3,8.0
39,False,Travel_Frequently,Sales,20,3,Life Sciences,1812,3,Male,3,2,Sales Executive,4,Divorced,4127.0,19188,2,False,18,3,4,7,6,3,2,1,2,2.0
43,False,Non_Travel,Research & Development,9,3,Life Sciences,1813,1,Male,3,1,Research Scientist,3,Single,2438.0,24978,4,False,13,3,3,7,3,2,3,2,1,2.0
41,False,Travel_Rarely,Research & Development,5,3,Life Sciences,1814,2,Male,4,2,Healthcare Representative,3,Single,6870.0,15530,3,False,12,3,1,11,3,1,3,2,1,2.0
41,False,Travel_Rarely,Research & Development,4,1,Marketing,1815,3,Female,3,3,Sales Executive,3,Unknown,10447.0,26458,0,True,13,3,4,23,3,4,22,14,13,5.0
30,False,Travel_Rarely,Research & Development,10,3,Medical,1816,1,Female,3,3,Manufacturing Director,3,Single,9667.0,2739,9,False,14,3,2,9,3,3,7,7,0,2.0
40,False,Travel_Rarely,Research & Development,1,3,Life Sciences,1822,3,Female,3,2,Healthcare Representative,4,Divorced,6513.0,9060,4,False,17,3,4,12,3,3,5,3,0,3.0
